Time EST,Hourly alternating current system output(Wac),Hourly plane of array irradiance(W/m2),Hourly beam normal irradiance(W/m2),Hourly direct current array output(Wdc),Hourly diffuse irradiance(W/m2),Hourly ambient temperature(C),Hourly module temperature(C),Hourly windspeed(m/s),Hourly albedo values
2024-04-11 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.4,1.4,2.0,0.13
2024-04-11 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.9,0.13
2024-04-11 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8,0.13
2024-04-12 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.7,0.13
2024-04-12 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.7,0.13
2024-04-12 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.7,0.13
2024-04-12 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.7,0.13
2024-04-12 04:08:26.541229-04:00,0.037,5.076,13.0,0.141,5.0,1.1,1.205,1.9,0.13
2024-04-12 05:08:26.541229-04:00,2.31,51.0,0.0,2.504,51.0,2.1,3.334,2.0,0.13
2024-04-12 06:08:26.541229-04:00,7.27,151.712,106.0,7.658,119.0,3.5,7.1,2.1,0.13
2024-04-12 07:08:26.541229-04:00,14.194,290.995,312.0,14.854,162.0,5.5,12.429,2.1,0.13
2024-04-12 08:08:26.541229-04:00,11.154,231.107,74.0,11.695,196.0,8.0,13.194,2.4,0.13
2024-04-12 09:08:26.541229-04:00,14.966,309.969,199.0,15.656,213.0,10.3,16.904,2.7,0.13
2024-04-12 10:08:26.541229-04:00,13.586,283.427,196.0,14.222,195.0,11.6,17.636,2.7,0.13
2024-04-12 11:08:26.541229-04:00,12.303,260.46,335.0,12.889,137.0,11.2,17.148,2.3,0.13
2024-04-12 12:08:26.541229-04:00,5.841,129.498,157.0,6.173,91.0,8.9,11.945,2.1,0.13
2024-04-12 13:08:26.541229-04:00,0.876,24.816,9.0,1.014,24.0,6.8,7.354,2.2,0.13
2024-04-12 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.3,6.3,2.3,0.13
2024-04-12 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.4,6.4,2.3,0.13
2024-04-12 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.5,6.5,2.4,0.13
2024-04-12 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.7,6.7,2.5,0.13
2024-04-12 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.2,7.2,2.6,0.13
2024-04-12 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,7.8,7.8,2.8,0.13
2024-04-12 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.5,8.5,3.0,0.13
2024-04-12 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,8.9,8.9,3.0,0.13
2024-04-12 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,9.6,9.6,3.2,0.13
2024-04-12 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.2,0.13
2024-04-13 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.9,11.9,5.0,0.13
2024-04-13 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.9,11.9,4.9,0.13
2024-04-13 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.2,12.2,5.0,0.13
2024-04-13 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,13.4,13.4,5.1,0.13
2024-04-13 04:08:26.541229-04:00,0.027,5.102,17.0,0.132,5.0,14.8,14.863,5.1,0.13
2024-04-13 05:08:26.541229-04:00,2.087,49.0,0.0,2.272,49.0,16.0,16.719,5.2,0.13
2024-04-13 06:08:26.541229-04:00,3.82,84.86,6.0,4.073,83.0,17.0,18.284,5.0,0.13
2024-04-13 07:08:26.541229-04:00,1.452,35.0,0.0,1.612,35.0,17.9,18.457,4.6,0.13
2024-04-13 08:08:26.541229-04:00,3.678,83.0,0.0,3.926,83.0,18.7,20.056,4.4,0.13
2024-04-13 09:08:26.541229-04:00,5.178,115.0,0.0,5.484,115.0,19.1,20.978,4.4,0.13
2024-04-13 10:08:26.541229-04:00,4.433,98.908,2.0,4.71,98.0,18.9,20.562,4.2,0.13
2024-04-13 11:08:26.541229-04:00,3.63,81.43,20.0,3.875,74.0,18.0,19.408,4.0,0.13
2024-04-13 12:08:26.541229-04:00,4.246,94.227,13.0,4.516,91.0,16.4,18.182,3.4,0.13
2024-04-13 13:08:26.541229-04:00,1.007,28.0,0.0,1.149,28.0,14.8,15.338,3.1,0.13
2024-04-13 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,13.9,13.9,3.0,0.13
2024-04-13 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,13.6,13.6,2.9,0.13
2024-04-13 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.9,12.9,3.2,0.13
2024-04-13 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.2,12.2,3.0,0.13
2024-04-13 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.9,11.9,3.1,0.13
2024-04-13 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.6,12.6,3.7,0.13
2024-04-13 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,13.3,13.3,4.2,0.13
2024-04-13 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,13.5,13.5,4.2,0.13
2024-04-13 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,12.8,12.8,3.2,0.13
2024-04-13 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.9,0.13
2024-04-14 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,6.8,6.8,6.8,0.13
2024-04-14 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.4,2.4,8.1,0.13
2024-04-14 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,7.9,0.13
2024-04-14 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,7.9,0.13
2024-04-14 04:08:26.541229-04:00,0.096,7.257,36.0,0.203,7.0,-0.7,-0.633,7.8,0.13
2024-04-14 05:08:26.541229-04:00,0.54,14.0,0.0,0.664,14.0,-0.8,-0.643,7.7,0.13
2024-04-14 06:08:26.541229-04:00,3.167,66.312,1.0,3.394,66.0,-0.4,0.363,7.5,0.13
2024-04-14 07:08:26.541229-04:00,10.038,200.948,67.0,10.534,173.0,0.3,2.679,7.2,0.13
2024-04-14 08:08:26.541229-04:00,24.592,479.829,812.0,25.659,91.0,1.0,6.821,7.0,0.13
2024-04-14 09:08:26.541229-04:00,26.535,516.645,901.0,27.678,73.0,1.3,7.638,6.9,0.13
2024-04-14 10:08:26.541229-04:00,24.191,474.37,883.0,25.242,71.0,1.2,7.007,6.9,0.13
2024-04-14 11:08:26.541229-04:00,18.695,377.156,836.0,19.531,64.0,0.6,5.179,6.9,0.13
2024-04-14 12:08:26.541229-04:00,10.434,233.554,722.0,10.947,52.0,-0.7,2.17,6.5,0.13
2024-04-14 13:08:26.541229-04:00,2.176,72.056,424.0,2.364,31.0,-2.2,-1.369,5.9,0.13
2024-04-14 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.2,-3.2,5.7,0.13
2024-04-14 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.5,-3.5,5.7,0.13
2024-04-14 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.6,-4.6,5.9,0.13
2024-04-14 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-5.2,-5.2,5.9,0.13
2024-04-14 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-5.8,-5.8,5.8,0.13
2024-04-14 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.4,-6.4,5.7,0.13
2024-04-14 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.8,-6.8,5.5,0.13
2024-04-14 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.9,-6.9,5.3,0.13
2024-04-14 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.9,-6.9,5.2,0.13
2024-04-14 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.9,-6.9,5.2,0.13
2024-04-15 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.9,-6.9,5.3,0.13
2024-04-15 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.2,-7.2,5.4,0.13
2024-04-15 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.6,-7.6,5.3,0.13
2024-04-15 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.9,-7.9,5.3,0.13
2024-04-15 04:08:26.541229-04:00,0.227,12.125,138.0,0.339,11.0,-7.7,-7.559,5.3,0.13
2024-04-15 05:08:26.541229-04:00,6.119,157.067,691.0,6.462,39.0,-7.1,-4.996,5.3,0.13
2024-04-15 06:08:26.541229-04:00,15.686,323.261,863.0,16.404,53.0,-6.2,-1.511,5.2,0.13
2024-04-15 07:08:26.541229-04:00,23.312,454.006,940.0,24.329,60.0,-5.4,1.553,4.9,0.13
2024-04-15 08:08:26.541229-04:00,27.715,533.129,979.0,28.904,62.0,-4.6,3.82,4.7,0.13
2024-04-15 09:08:26.541229-04:00,28.6,550.649,989.0,29.824,61.0,-3.9,5.038,4.5,0.13
2024-04-15 10:08:26.541229-04:00,26.025,505.826,974.0,27.148,58.0,-3.4,5.136,4.2,0.13
2024-04-15 11:08:26.541229-04:00,20.15,403.4,925.0,21.043,54.0,-3.4,3.646,3.9,0.13
2024-04-15 12:08:26.541229-04:00,11.444,254.584,819.0,11.995,46.0,-4.0,0.654,3.4,0.13
2024-04-15 13:08:26.541229-04:00,1.825,52.299,193.0,2.0,33.0,-5.1,-4.124,2.9,0.13
2024-04-15 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.1,-6.1,2.5,0.13
2024-04-15 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.6,-6.6,2.4,0.13
2024-04-15 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.2,-7.2,2.1,0.13
2024-04-15 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.2,-7.2,2.1,0.13
2024-04-15 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,2.1,0.13
2024-04-15 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,2.1,0.13
2024-04-15 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.2,-7.2,2.0,0.13
2024-04-15 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.5,-7.5,1.8,0.13
2024-04-15 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.6,-7.6,1.9,0.13
2024-04-15 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.6,-7.6,2.1,0.13
2024-04-16 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.9,-7.9,2.2,0.13
2024-04-16 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.5,-8.5,2.1,0.13
2024-04-16 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.9,-8.9,2.1,0.13
2024-04-16 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.1,-9.1,2.1,0.13
2024-04-16 04:08:26.541229-04:00,0.196,10.985,109.0,0.307,10.0,-8.2,-8.009,2.6,0.13
2024-04-16 05:08:26.541229-04:00,5.912,149.738,614.0,6.247,44.0,-6.5,-3.697,3.0,0.13
2024-04-16 06:08:26.541229-04:00,7.786,156.749,104.0,8.195,124.0,-4.9,-1.574,2.7,0.13
2024-04-16 07:08:26.541229-04:00,14.769,292.489,324.0,15.451,156.0,-3.3,3.401,2.3,0.13
2024-04-16 08:08:26.541229-04:00,16.082,318.502,276.0,16.815,185.0,-2.1,5.813,1.9,0.13
2024-04-16 09:08:26.541229-04:00,14.272,285.201,141.0,14.935,215.0,-1.3,6.081,1.7,0.13
2024-04-16 10:08:26.541229-04:00,17.213,342.605,414.0,17.991,151.0,-0.8,8.082,1.7,0.13
2024-04-16 11:08:26.541229-04:00,15.523,315.225,523.0,16.235,116.0,-0.6,7.709,1.6,0.13
2024-04-16 12:08:26.541229-04:00,8.113,177.308,385.0,8.534,78.0,-0.9,3.897,1.4,0.13
2024-04-16 13:08:26.541229-04:00,1.504,39.943,77.0,1.667,32.0,-1.4,-0.304,1.2,0.13
2024-04-16 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.8,-1.8,1.0,0.13
2024-04-16 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.9,-1.9,0.9,0.13
2024-04-16 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.3,-2.3,1.0,0.13
2024-04-16 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,1.1,0.13
2024-04-16 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,1.2,0.13
2024-04-16 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.4,-2.4,1.2,0.13
2024-04-16 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.3,-2.3,1.2,0.13
2024-04-16 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.2,-2.2,1.3,0.13
2024-04-16 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.9,-1.9,1.5,0.13
2024-04-16 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.9,-1.9,1.5,0.13
2024-04-17 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,1.3,0.13
2024-04-17 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.4,-2.4,1.1,0.13
2024-04-17 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.7,-2.7,1.2,0.13
2024-04-17 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.8,-2.8,1.5,0.13
2024-04-17 04:08:26.541229-04:00,0.068,6.176,18.0,0.174,6.0,-2.5,-2.368,1.7,0.13
2024-04-17 05:08:26.541229-04:00,4.854,118.296,353.0,5.148,57.0,-1.4,1.327,2.0,0.13
2024-04-17 06:08:26.541229-04:00,7.675,157.789,113.0,8.079,122.0,0.0,3.9,1.9,0.13
2024-04-17 07:08:26.541229-04:00,12.588,254.73,193.0,13.184,173.0,1.5,8.09,1.7,0.13
2024-04-17 08:08:26.541229-04:00,18.506,373.186,387.0,19.335,185.0,2.7,12.591,1.6,0.13
2024-04-17 09:08:26.541229-04:00,20.414,411.858,475.0,21.317,174.0,3.4,14.327,1.6,0.13
2024-04-17 10:08:26.541229-04:00,16.924,343.814,343.0,17.691,184.0,3.7,13.225,1.4,0.13
2024-04-17 11:08:26.541229-04:00,13.661,281.769,369.0,14.299,140.0,3.4,11.966,1.0,0.13
2024-04-17 12:08:26.541229-04:00,7.821,171.379,300.0,8.231,93.0,2.8,8.855,0.4,0.13
2024-04-17 13:08:26.541229-04:00,1.976,53.573,137.0,2.157,39.0,2.3,4.218,0.2,0.13
2024-04-17 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3,0.13
2024-04-17 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.4,0.13
2024-04-17 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.5
2024-04-17 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5
2024-04-17 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.3,0.5
2024-04-17 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,0.5
2024-04-17 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.5
2024-04-17 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3,3.4,0.5
2024-04-17 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.6,-0.6,3.9,0.5
2024-04-17 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.2,-1.2,4.4,0.5
2024-04-18 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.8,-1.8,4.9,0.5
2024-04-18 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,5.3,0.5
2024-04-18 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.1,-3.1,5.6,0.5
2024-04-18 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.9,-3.9,5.8,0.5
2024-04-18 04:08:26.541229-04:00,0.04,5.055,5.0,0.145,5.0,-4.6,-4.543,5.9,0.5
2024-04-18 05:08:26.541229-04:00,2.002,43.35,2.0,2.183,43.0,-5.0,-4.42,6.0,0.5
2024-04-18 06:08:26.541229-04:00,2.499,52.275,4.0,2.7,51.0,-5.2,-4.498,6.0,0.5
2024-04-18 07:08:26.541229-04:00,5.421,109.0,0.0,5.737,109.0,-5.1,-3.603,5.8,0.5
2024-04-18 08:08:26.541229-04:00,10.379,204.647,32.0,10.889,189.0,-5.0,-2.092,5.5,0.5
2024-04-18 09:08:26.541229-04:00,13.11,256.833,89.0,13.727,212.0,-4.8,-1.013,5.2,0.5
2024-04-18 10:08:26.541229-04:00,10.173,200.766,40.0,10.675,182.0,-4.7,-1.666,5.0,0.5
2024-04-18 11:08:26.541229-04:00,9.639,190.733,118.0,10.12,145.0,-4.6,-1.644,4.8,0.5
2024-04-18 12:08:26.541229-04:00,6.02,123.734,101.0,6.359,97.0,-4.7,-2.77,4.7,0.5
2024-04-18 13:08:26.541229-04:00,1.822,43.182,29.0,1.997,40.0,-4.8,-4.114,4.4,0.5
2024-04-18 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,4.3,0.5
2024-04-18 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-5.1,-5.1,4.3,0.5
2024-04-18 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.1,-6.1,5.1,0.5
2024-04-18 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-6.8,-6.8,4.9,0.5
2024-04-18 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.3,-7.3,4.3,0.5
2024-04-18 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-7.9,-7.9,4.0,0.5
2024-04-18 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.4,-8.4,4.1,0.5
2024-04-18 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-8.8,-8.8,4.2,0.5
2024-04-18 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.3,-9.3,4.2,0.5
2024-04-18 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.7,-9.7,3.9,0.5
2024-04-19 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,3.3,0.5
2024-04-19 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.1,-10.1,2.7,0.5
2024-04-19 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-10.2,-10.2,2.4,0.5
2024-04-19 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-9.9,-9.9,2.5,0.5
2024-04-19 04:08:26.541229-04:00,0.199,11.513,124.0,0.31,10.0,-8.4,-8.232,3.5,0.5
2024-04-19 05:08:26.541229-04:00,6.392,159.937,644.0,6.745,46.0,-6.0,-3.665,4.7,0.5
2024-04-19 06:08:26.541229-04:00,16.095,331.534,831.0,16.829,65.0,-3.8,0.962,5.3,0.5
2024-04-19 07:08:26.541229-04:00,23.949,470.546,919.0,24.991,77.0,-1.6,5.1,5.5,0.5
2024-04-19 08:08:26.541229-04:00,28.396,554.066,958.0,29.612,83.0,0.6,8.34,5.7,0.5
2024-04-19 09:08:26.541229-04:00,28.955,567.482,954.0,30.192,84.0,2.4,10.426,5.6,0.5
2024-04-19 10:08:26.541229-04:00,26.209,518.99,925.0,27.34,82.0,3.6,11.103,5.4,0.5
2024-04-19 11:08:26.541229-04:00,20.428,415.49,876.0,21.332,73.0,3.8,10.226,4.8,0.5
2024-04-19 12:08:26.541229-04:00,11.817,262.845,764.0,12.383,58.0,2.6,7.152,3.8,0.5
2024-04-19 13:08:26.541229-04:00,2.995,93.106,514.0,3.215,35.0,0.6,2.268,2.9,0.5
2024-04-19 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.6,-0.6,2.6,0.5
2024-04-19 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.8,-0.8,2.5,0.5
2024-04-19 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.9,-1.9,2.0,0.13
2024-04-19 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-2.5,-2.5,1.7,0.13
2024-04-19 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,1.5,0.13
2024-04-19 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.4,-3.4,1.5,0.13
2024-04-19 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-3.8,-3.8,1.5,0.13
2024-04-19 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,1.7,0.13
2024-04-19 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.1,-4.1,2.0,0.13
2024-04-19 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.2,-4.2,2.0,0.13
2024-04-20 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.5,-4.5,1.9,0.13
2024-04-20 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.8,-4.8,1.8,0.13
2024-04-20 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,1.8,0.13
2024-04-20 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-4.9,-4.9,1.8,0.13
2024-04-20 04:08:26.541229-04:00,0.192,11.595,120.0,0.303,10.0,-3.2,-2.976,1.9,0.13
2024-04-20 05:08:26.541229-04:00,5.416,136.015,487.0,5.732,49.0,0.0,2.818,2.5,0.13
2024-04-20 06:08:26.541229-04:00,12.007,251.922,486.0,12.58,95.0,2.7,7.575,3.2,0.13
2024-04-20 07:08:26.541229-04:00,21.916,443.17,864.0,22.878,71.0,4.7,13.102,3.4,0.13
2024-04-20 08:08:26.541229-04:00,26.517,532.419,937.0,27.66,69.0,6.2,16.501,3.3,0.13
2024-04-20 09:08:26.541229-04:00,27.372,551.892,945.0,28.548,70.0,7.3,18.526,3.0,0.13
2024-04-20 10:08:26.541229-04:00,24.979,508.094,925.0,26.061,68.0,7.9,18.765,2.7,0.13
2024-04-20 11:08:26.541229-04:00,19.46,405.989,867.0,20.326,64.0,7.3,17.344,1.9,0.13
2024-04-20 12:08:26.541229-04:00,11.503,259.982,762.0,12.057,53.0,4.8,11.795,1.4,0.13
2024-04-20 13:08:26.541229-04:00,3.028,94.316,518.0,3.25,34.0,2.2,4.379,1.6,0.13
2024-04-20 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8,0.13
2024-04-20 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.9,0.13
2024-04-20 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,0.13
2024-04-20 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,2.0,0.13
2024-04-20 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.4,-0.4,1.9,0.13
2024-04-20 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,2.0,0.13
2024-04-20 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,2.1,0.13
2024-04-20 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.6,-0.6,2.1,0.13
2024-04-20 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.7,-0.7,2.1,0.13
2024-04-20 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-0.8,-0.8,2.1,0.13
2024-04-21 00:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.1,-1.1,2.1,0.13
2024-04-21 01:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.4,-1.4,2.1,0.13
2024-04-21 02:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.6,-1.6,2.2,0.13
2024-04-21 03:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,2.3,0.13
2024-04-21 04:08:26.541229-04:00,0.218,12.848,127.0,0.33,11.0,0.1,0.312,2.7,0.13
2024-04-21 05:08:26.541229-04:00,6.088,157.737,641.0,6.429,42.0,2.7,5.664,3.0,0.13
2024-04-21 06:08:26.541229-04:00,14.899,318.722,808.0,15.586,56.0,5.3,11.654,3.0,0.13
2024-04-21 07:08:26.541229-04:00,21.933,449.275,889.0,22.896,64.0,8.0,16.943,3.1,0.13
2024-04-21 08:08:26.541229-04:00,25.928,526.717,926.0,27.047,66.0,10.1,19.825,3.6,0.13
2024-04-21 09:08:26.541229-04:00,19.424,398.729,397.0,20.288,195.0,11.2,18.431,3.7,0.13
2024-04-21 10:08:26.541229-04:00,21.024,432.695,640.0,21.952,126.0,11.6,20.232,3.1,0.13
2024-04-21 11:08:26.541229-04:00,18.713,393.573,813.0,19.55,70.0,10.4,19.755,2.1,0.13
2024-04-21 12:08:26.541229-04:00,9.951,223.282,557.0,10.444,70.0,7.4,13.049,1.7,0.13
2024-04-21 13:08:26.541229-04:00,2.72,81.632,389.0,2.93,35.0,4.7,6.55,1.8,0.13
2024-04-21 14:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.6,3.6,1.8,0.13
2024-04-21 15:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,3.5,3.5,1.8,0.13
2024-04-21 16:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.9,2.9,1.7,0.13
2024-04-21 17:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.6,2.6,1.7,0.13
2024-04-21 18:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.3,2.3,1.8,0.13
2024-04-21 19:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.8,0.13
2024-04-21 20:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.8,0.13
2024-04-21 21:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.8,0.13
2024-04-21 22:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.7,0.13
2024-04-21 23:08:26.541229-04:00,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.6,0.13
